id,beacon1,beacon2,beacon3,location
851,-81,-70,-93,2
852,-82,-65,-93,2
853,-93,-68,-92,2
854,-78,-70,-92,2
855,-82,-65,-92,2
856,-999,-999,-999,2
857,-78,-69,-91,2
858,-80,-65,-94,2
859,-90,-68,-92,2
860,-78,-69,-90,2
861,-98,-67,-91,2
862,-79,-69,-91,2
863,-81,-65,-96,2
864,-82,-69,-91,2
865,-81,-69,-92,2
866,-96,-68,-91,2
867,-78,-69,-91,2
868,-96,-68,-92,2
869,-999,-999,-999,2
870,-83,-65,-95,2
871,-92,-68,-92,2
872,-78,-69,-90,2
873,-82,-65,-94,2
874,-81,-69,-92,2
875,-80,-69,-88,2
876,-99,-68,-92,2
877,-81,-69,-90,2
878,-999,-999,-999,2
879,-96,-68,-92,2
880,-81,-65,-999,2
881,-82,-66,-97,2
882,-999,-999,-999,2
883,-81,-65,-96,2
884,-96,-68,-89,2
885,-81,-69,-92,2
886,-80,-65,-95,2
887,-80,-69,-90,2
888,-79,-65,-94,2
889,-91,-68,-92,2
890,-80,-70,-97,2
891,-79,-65,-96,2
892,-999,-999,-999,2
893,-80,-69,-93,2
894,-89,-68,-92,2
895,-79,-69,-91,2
896,-78,-65,-92,2
897,-88,-68,-92,2
898,-999,-999,-999,2
899,-83,-65,-94,2
900,-94,-68,-91,2
901,-78,-70,-91,2
902,-79,-65,-91,2
903,-999,-999,-999,2
904,-79,-70,-91,2
905,-80,-70,-92,2
906,-81,-65,-999,2
907,-92,-68,-91,2
908,-80,-69,-91,2
909,-999,-999,-999,2
910,-89,-68,-92,2
911,-80,-70,-91,2
912,-80,-65,-92,2
913,-91,-68,-92,2
914,-80,-65,-94,2
915,-999,-999,-999,2
916,-90,-68,-90,2
917,-79,-69,-92,2
918,-81,-65,-94,2
919,-80,-70,-91,2
920,-80,-70,-91,2
921,-94,-68,-92,2
922,-79,-70,-92,2
923,-91,-68,-91,2
924,-91,-68,-92,2
925,-82,-65,-95,2
926,-999,-999,-999,2
927,-93,-69,-91,2
928,-81,-65,-96,2
929,-90,-68,-90,2
930,-79,-69,-91,2
931,-79,-70,-91,2
932,-94,-65,-91,2
933,-80,-70,-90,2
934,-81,-65,-95,2
935,-79,-69,-92,2
936,-80,-69,-91,2
937,-96,-65,-90,2
938,-999,-999,-999,2
939,-80,-70,-89,2
940,-999,-999,-999,2
941,-92,-68,-90,2
942,-79,-70,-92,2
943,-80,-65,-91,2
944,-999,-999,-999,2
945,-80,-65,-999,2
946,-80,-65,-96,2
947,-79,-69,-94,2
948,-82,-65,-999,2
949,-999,-999,-999,2
950,-80,-70,-90,2
951,-999,-999,-999,2
952,-81,-66,-96,2
953,-90,-69,-90,2
954,-80,-69,-91,2
955,-91,-68,-92,2
956,-79,-69,-91,2
957,-80,-65,-96,2
958,-92,-68,-91,2
959,-81,-65,-999,2
960,-94,-68,-90,2
961,-80,-69,-91,2
962,-80,-65,-92,2
963,-82,-65,-94,2
964,-80,-70,-90,2
965,-79,-65,-92,2
966,-91,-68,-92,2
967,-79,-69,-91,2
968,-89,-68,-92,2
969,-80,-70,-92,2
970,-81,-65,-94,2
971,-79,-70,-91,2
972,-89,-68,-90,2
973,-91,-69,-90,2
974,-82,-65,-93,2
975,-89,-68,-91,2
976,-81,-65,-97,2
977,-83,-65,-91,2
978,-79,-69,-91,2
979,-80,-65,-97,2
980,-79,-69,-91,2
981,-78,-69,-91,2
982,-91,-65,-91,2
983,-90,-70,-94,2
984,-80,-69,-91,2
985,-82,-65,-93,2
986,-89,-68,-91,2
987,-999,-999,-999,2
988,-999,-999,-999,2
989,-90,-68,-91,2
990,-82,-64,-92,2
991,-91,-68,-90,2
992,-81,-65,-92,2
993,-82,-65,-92,2
994,-91,-68,-90,2
995,-82,-65,-94,2
996,-999,-999,-999,2
997,-79,-69,-91,2
998,-91,-68,-92,2
999,-80,-69,-92,2
1000,-89,-68,-92,2
1001,-80,-70,-92,2
1002,-90,-68,-92,2
1003,-90,-70,-91,2
1004,-999,-999,-999,2
1005,-80,-65,-91,2
1006,-78,-68,-91,2
1007,-92,-69,-92,2
1008,-94,-68,-92,2
1009,-82,-65,-93,2
1010,-92,-68,-91,2
1011,-83,-65,-92,2
1012,-89,-68,-91,2
1013,-79,-70,-92,2
1014,-999,-999,-999,2
1015,-80,-70,-91,2
1016,-79,-65,-90,2
1017,-79,-65,-90,2
1018,-80,-69,-89,2
1019,-999,-999,-999,2
1020,-90,-67,-91,2
1021,-62,-78,-999,1
1022,-62,-75,-999,1
1023,-999,-78,-999,1
1024,-67,-85,-999,1
1025,-74,-78,-999,1
1026,-999,-999,-999,1
1027,-67,-95,-999,1
1028,-70,-81,-999,1
1029,-67,-88,-999,1
1030,-999,-999,-999,1
1031,-68,-999,-999,1
1032,-69,-78,-999,1
1033,-67,-87,-999,1
1034,-67,-78,-999,1
1035,-999,-999,-999,1
1036,-76,-78,-999,1
1037,-999,-999,-999,1
1038,-69,-79,-999,1
1039,-69,-96,-999,1
1040,-999,-999,-999,1
1041,-67,-84,-999,1
1042,-66,-78,-999,1
1043,-69,-80,-999,1
1044,-67,-87,-999,1
1045,-999,-999,-999,1
1046,-65,-79,-999,1
1047,-65,-89,-999,1
1048,-69,-80,-999,1
1049,-69,-80,-999,1
1050,-999,-999,-999,1
1051,-66,-81,-999,1
1052,-69,-80,-999,1
1053,-67,-90,-999,1
1054,-65,-82,-999,1
1055,-999,-999,-999,1
1056,-999,-999,-999,1
1057,-68,-85,-999,1
1058,-999,-999,-999,1
1059,-65,-80,-999,1
1060,-68,-81,-999,1
1061,-68,-84,-999,1
1062,-68,-85,-999,1
1063,-65,-80,-999,1
1064,-999,-999,-999,1
1065,-67,-87,-999,1
1066,-65,-79,-999,1
1067,-68,-80,-999,1
1068,-999,-999,-999,1
1069,-999,-999,-999,1
1070,-69,-85,-999,1
1071,-65,-78,-999,1
1072,-999,-999,-999,1
1073,-65,-79,-999,1
1074,-71,-84,-999,1
1075,-65,-83,-999,1
1076,-63,-78,-999,1
1077,-999,-999,-999,1
1078,-65,-88,-999,1
1079,-64,-86,-999,1
1080,-64,-80,-999,1
1081,-68,-80,-999,1
1082,-68,-78,-999,1
1083,-999,-999,-999,1
1084,-64,-82,-999,1
1085,-68,-81,-999,1
1086,-999,-999,-999,1
1087,-64,-79,-999,1
1088,-68,-79,-999,1
1089,-68,-90,-999,1
1090,-64,-78,-999,1
1091,-68,-91,-999,1
1092,-999,-84,-999,1
1093,-65,-78,-999,1
1094,-999,-999,-999,1
1095,-69,-80,-999,1
1096,-999,-999,-999,1
1097,-69,-91,-999,1
1098,-70,-90,-999,1
1099,-65,-78,-999,1
1100,-69,-82,-999,1
1101,-64,-80,-999,1
1102,-68,-78,-999,1
1103,-999,-999,-999,1
1104,-65,-77,-999,1
1105,-69,-80,-999,1
1106,-70,-98,-999,1
1107,-65,-79,-999,1
1108,-66,-94,-999,1
1109,-66,-78,-999,1
1110,-67,-80,-999,1
1111,-68,-999,-999,1
1112,-68,-999,-999,1
1113,-68,-79,-999,1
1114,-69,-97,-999,1
1115,-69,-79,-999,1
1116,-68,-79,-999,1
1117,-999,-999,-999,1
1118,-63,-78,-999,1
1119,-70,-79,-999,1
1120,-65,-80,-999,1
1121,-999,-999,-999,1
1122,-67,-100,-999,1
1123,-63,-78,-999,1
1124,-63,-77,-999,1
1125,-63,-78,-999,1
1126,-68,-999,-999,1
1127,-65,-80,-999,1
1128,-65,-98,-999,1
1129,-65,-99,-999,1
1130,-64,-78,-999,1
1131,-67,-97,-999,1
1132,-999,-999,-999,1
1133,-67,-79,-999,1
1134,-67,-92,-999,1
1135,-68,-79,-999,1
1136,-67,-93,-999,1
1137,-67,-93,-999,1
1138,-999,-999,-999,1
1139,-67,-78,-999,1
1140,-66,-99,-999,1
1141,-999,-999,-999,1
1142,-67,-95,-999,1
1143,-63,-78,-999,1
1144,-68,-78,-999,1
1145,-67,-94,-999,1
1146,-69,-78,-999,1
1147,-72,-78,-999,1
1148,-63,-80,-999,1
1149,-71,-88,-999,1
1150,-64,-77,-999,1
1151,-69,-79,-999,1
1152,-67,-94,-999,1
1153,-68,-79,-999,1
1154,-66,-93,-999,1
1155,-64,-77,-999,1
1156,-69,-79,-999,1
1157,-999,-999,-999,1
1158,-64,-78,-999,1
1159,-69,-78,-999,1
1160,-68,-98,-999,1
1161,-64,-999,-999,1
1162,-65,-96,-999,1
1163,-64,-78,-999,1
1164,-69,-78,-999,1
1165,-65,-999,-999,1
1166,-69,-79,-999,1
1167,-65,-95,-999,1
1168,-64,-78,-999,1
1169,-69,-79,-999,1
1170,-63,-78,-999,1
1171,-69,-78,-999,1
1172,-71,-999,-999,1
1173,-64,-78,-999,1
1174,-68,-77,-999,1
1175,-64,-78,-999,1
1176,-64,-76,-999,1
1177,-68,-77,-999,1
1178,-68,-80,-999,1
1179,-69,-80,-999,1
1180,-68,-79,-999,1
1181,-68,-93,-999,1
1182,-64,-81,-999,1
1183,-67,-94,-999,1
1184,-64,-79,-999,1
1185,-999,-999,-999,1
1186,-68,-93,-999,1
1187,-66,-77,-999,1
1188,-67,-85,-999,1
1189,-999,-999,-999,1
1190,-67,-79,-999,1
1191,-66,-94,-999,1
1192,-63,-77,-999,1
1193,-69,-78,-999,1
1194,-63,-77,-999,1
1195,-69,-77,-999,1
1196,-67,-98,-999,1
1197,-64,-76,-999,1
1198,-67,-97,-999,1
1199,-64,-94,-999,1
1200,-71,-79,-999,1
1201,-67,-77,-999,1
1202,-68,-80,-999,1
1203,-66,-999,-999,1
1204,-67,-80,-999,1
1205,-69,-80,-999,1
1206,-64,-80,-999,1
1207,-68,-80,-999,1
1208,-999,-999,-999,1
1209,-64,-78,-999,1
1210,-66,-999,-999,1
1211,-64,-78,-999,1
1212,-999,-999,-999,1
1213,-66,-78,-999,1
1214,-64,-77,-999,1
1215,-66,-999,-999,1
1216,-999,-999,-999,1
1217,-68,-80,-999,1
1218,-66,-85,-999,1
1219,-64,-79,-999,1
1220,-999,-999,-999,1
1221,-66,-79,-999,1
1222,-68,-79,-999,1
1223,-69,-79,-999,1
1224,-70,-80,-999,1
1225,-69,-999,-999,1
1226,-64,-78,-999,1
1227,-69,-79,-999,1
1228,-66,-999,-999,1
1229,-66,-999,-999,1
1230,-69,-80,-999,1
1231,-67,-80,-999,1
1232,-64,-79,-999,1
1233,-71,-78,-999,1
1234,-999,-999,-999,1
1235,-63,-78,-999,1
1236,-68,-80,-999,1
1237,-69,-90,-999,1
1238,-62,-80,-999,1
1239,-69,-81,-999,1
1240,-67,-96,-999,1
1241,-63,-82,-999,1
1242,-69,-79,-999,1
1243,-999,-999,-999,1
1244,-70,-79,-999,1
1245,-69,-94,-999,1
1246,-69,-91,-999,1
1247,-62,-80,-999,1
1248,-62,-80,-999,1
1249,-69,-80,-999,1
1250,-999,-999,-999,1
1251,-999,-999,-999,1
1252,-62,-80,-999,1
1253,-70,-80,-999,1
1254,-66,-94,-999,1
1255,-62,-79,-999,1
1256,-999,-999,-999,1
1257,-66,-93,-999,1
1258,-62,-78,-999,1
1259,-69,-80,-999,1
1260,-66,-91,-999,1
1261,-68,-80,-999,1
1262,-68,-80,-999,1
1263,-64,-80,-999,1
1264,-69,-79,-999,1
1265,-999,-999,-999,1
1266,-999,-999,-999,1
1267,-64,-78,-999,1
1268,-69,-80,-999,1
1269,-68,-80,-999,1
1270,-67,-92,-999,1
1271,-63,-80,-999,1
1272,-999,-999,-999,1
1273,-68,-90,-999,1
1274,-67,-90,-999,1
1275,-68,-80,-999,1
1276,-68,-90,-999,1
1277,-999,-999,-999,1
1278,-64,-77,-999,1
1279,-68,-79,-999,1
1280,-76,-83,-999,1
1281,-66,-78,-999,1
1282,-999,-999,-999,1
1283,-999,-999,-999,1
1284,-69,-86,-999,1
1285,-999,-81,-999,1
1286,-66,-80,-999,1
1287,-70,-80,-999,1
1288,-66,-85,-999,1
1289,-69,-80,-999,1
1290,-70,-86,-999,1
1291,-66,-82,-999,1
1292,-999,-999,-999,1
1293,-63,-78,-999,1
1294,-65,-80,-999,1
1295,-68,-90,-999,1
1296,-63,-78,-999,1
1297,-67,-89,-999,1
1298,-62,-78,-999,1
1299,-68,-80,-999,1
1300,-67,-88,-999,1
1301,-68,-86,-999,1
1302,-63,-79,-999,1
1303,-68,-81,-999,1
1304,-68,-86,-999,1
1305,-68,-80,-999,1
1306,-67,-87,-999,1
1307,-63,-80,-999,1
1308,-69,-80,-999,1
1309,-999,-999,-999,1
1310,-62,-80,-999,1
1311,-69,-80,-999,1
1312,-67,-86,-999,1
1313,-62,-79,-999,1
1314,-62,-79,-999,1
1315,-69,-80,-999,1
1316,-62,-79,-999,1
1317,-69,-80,-999,1
1318,-62,-78,-999,1
1319,-62,-78,-999,1
1320,-67,-87,-999,1
1321,-62,-78,-999,1
1322,-999,-999,-999,1
1323,-66,-88,-999,1
1324,-63,-79,-999,1
1325,-66,-86,-999,1
1326,-999,-999,-999,1
1327,-69,-80,-999,1
1328,-66,-87,-999,1
1329,-68,-80,-999,1
1330,-999,-999,-999,1
1331,-63,-78,-999,1
1332,-69,-83,-999,1
1333,-67,-88,-999,1
1334,-62,-78,-999,1
1335,-66,-87,-999,1
1336,-66,-88,-999,1
1337,-69,-80,-999,1
1338,-66,-87,-999,1
1339,-999,-999,-999,1
1340,-68,-80,-999,1
1341,-62,-78,-999,1
1342,-69,-80,-999,1
1343,-69,-81,-999,1
1344,-999,-999,-999,1
1345,-64,-79,-999,1
1346,-69,-80,-999,1
1347,-64,-79,-999,1
1348,-999,-999,-999,1
1349,-67,-86,-999,1
1350,-63,-80,-999,1
1351,-71,-80,-999,1
1352,-70,-81,-999,1
1353,-67,-87,-999,1
1354,-63,-81,-999,1
1355,-69,-80,-999,1
1356,-72,-85,-999,1
1357,-70,-80,-999,1
1358,-69,-83,-999,1
1359,-65,-999,-999,1
1360,-66,-90,-999,1
1361,-69,-80,-999,1
1362,-999,-999,-999,1
1363,-63,-77,-999,1
1364,-66,-82,-999,1
1365,-63,-80,-999,1
1366,-64,-80,-999,1
1367,-71,-82,-999,1
1368,-65,-79,-999,1
1369,-68,-80,-999,1
1370,-69,-82,-999,1
1371,-999,-999,-999,1
1372,-68,-80,-999,1
1373,-67,-86,-999,1
1374,-71,-80,-999,1
1375,-999,-999,-999,1
1376,-62,-80,-999,1
1377,-68,-80,-999,1
1378,-68,-87,-999,1
1379,-64,-80,-999,1
1380,-67,-87,-999,1
1381,-63,-77,-999,1
1382,-999,-999,-999,1
1383,-67,-79,-999,1
1384,-67,-85,-999,1
1385,-999,-999,-999,1
1386,-68,-85,-999,1
1387,-64,-77,-999,1
1388,-999,-999,-999,1
1389,-67,-80,-999,1
1390,-71,-86,-999,1
1391,-67,-80,-999,1
1392,-67,-88,-999,1
1393,-67,-87,-999,1
1394,-67,-78,-999,1
1395,-68,-81,-999,1
1396,-68,-80,-999,1
1397,-67,-80,-999,1
1398,-62,-80,-999,1
1399,-999,-999,-999,1
1400,-62,-78,-999,1
1401,-67,-80,-999,1
1402,-67,-86,-999,1
1403,-999,-999,-999,1
1404,-67,-85,-999,1
1405,-63,-77,-999,1
1406,-67,-80,-999,1
1407,-68,-86,-999,1
1408,-67,-80,-999,1
1409,-68,-80,-999,1
1410,-62,-78,-999,1
1411,-68,-80,-999,1
1412,-999,-999,-999,1
1413,-999,-999,-999,1
1414,-62,-79,-999,1
1415,-67,-80,-999,1
1416,-67,-999,-999,1
1417,-67,-85,-999,1
1418,-62,-999,-999,1
1419,-67,-84,-999,1
1420,-67,-86,-999,1
1421,-62,-78,-999,1
1422,-68,-79,-999,1
1423,-62,-78,-999,1
1424,-67,-80,-999,1
1425,-67,-84,-999,1
1426,-62,-78,-999,1
1427,-999,-999,-999,1
1428,-999,-999,-999,1
1429,-62,-77,-999,1
1430,-67,-80,-999,1
1431,-69,-85,-999,1
1432,-63,-77,-999,1
1433,-77,-85,-999,1
1434,-69,-84,-999,1
1435,-63,-78,-999,1
1436,-67,-81,-999,1
1437,-62,-82,-999,1
1438,-66,-80,-999,1
1439,-62,-78,-999,1
1440,-62,-78,-999,1
1441,-65,-80,-999,1
1442,-65,-84,-999,1
1443,-62,-78,-999,1
1444,-66,-81,-999,1
1445,-67,-999,-999,1
1446,-67,-84,-999,1
1447,-999,-999,-999,1
1448,-65,-85,-999,1
1449,-66,-81,-999,1
1450,-66,-86,-999,1
1451,-66,-81,-999,1
1452,-65,-86,-999,1
1453,-62,-78,-999,1
1454,-66,-80,-999,1
1455,-66,-84,-999,1
1456,-62,-80,-999,1
1457,-63,-77,-999,1
1458,-67,-82,-999,1
1459,-65,-83,-999,1
1460,-62,-77,-999,1
1461,-999,-999,-999,1
1462,-65,-85,-999,1
1463,-62,-78,-999,1
1464,-66,-80,-999,1
1465,-64,-84,-999,1
1466,-65,-80,-999,1
1467,-65,-84,-999,1
1468,-65,-83,-999,1
1469,-67,-81,-999,1
1470,-67,-80,-999,1
1471,-62,-79,-999,1
1472,-66,-80,-999,1
1473,-65,-85,-999,1
1474,-999,-999,-999,1
1475,-65,-86,-999,1
1476,-63,-80,-999,1
1477,-63,-79,-999,1
1478,-66,-80,-999,1
1479,-63,-80,-999,1
1480,-65,-87,-999,1
1481,-65,-88,-999,1
1482,-66,-80,-999,1
1483,-65,-88,-999,1
1484,-68,-80,-999,1
1485,-65,-77,-999,1
1486,-999,-999,-999,1
1487,-68,-82,-999,1
1488,-999,-999,-999,4
1489,-999,-999,-999,4
1490,-999,-999,-999,4
1491,-999,-999,-999,4
1492,-999,-999,-999,4
1493,-999,-999,-999,4
1494,-999,-999,-999,4
1495,-999,-999,-999,4
1496,-999,-999,-999,4
1497,-999,-999,-999,4
1498,-999,-999,-999,4
1499,-999,-999,-999,4
1500,-999,-999,-999,4
1501,-999,-999,-999,4
1502,-999,-999,-999,4
1503,-999,-999,-999,4
1504,-999,-999,-999,4
1505,-999,-999,-999,4
1506,-999,-999,-999,4
1507,-999,-999,-999,4
1508,-999,-999,-999,4
1509,-999,-999,-999,4
1510,-999,-999,-999,4
1511,-999,-999,-999,4
1512,-999,-999,-999,4
1513,-999,-999,-999,4
1514,-999,-999,-999,4
1515,-999,-999,-999,4
1516,-999,-999,-999,4
1517,-999,-999,-999,4
1518,-999,-999,-999,4
1519,-999,-999,-999,4
1520,-999,-999,-999,4
1521,-999,-999,-999,4
1522,-999,-999,-999,4
1523,-999,-999,-999,4
1524,-999,-999,-999,4
1525,-999,-999,-999,4
1526,-999,-999,-999,4
1527,-999,-999,-999,4
1528,-999,-999,-999,4
1529,-999,-999,-999,4
1530,-999,-999,-999,4
1531,-999,-999,-999,4
1532,-999,-999,-999,4
1533,-999,-999,-999,4
1534,-999,-999,-999,4
1535,-999,-999,-999,4
1536,-999,-999,-999,4
1537,-999,-999,-999,4
1538,-999,-999,-999,4
1539,-999,-999,-999,4
1540,-999,-999,-999,4
1541,-999,-999,-999,4
1542,-999,-999,-999,4
1543,-999,-999,-999,4
1544,-999,-999,-999,4
1545,-999,-999,-999,4
1546,-999,-999,-999,4
1547,-999,-999,-999,4
1548,-999,-999,-999,4
1549,-999,-999,-999,4
1550,-999,-999,-999,4
1551,-999,-999,-999,4
1552,-999,-999,-999,4
1553,-999,-999,-999,4
1554,-999,-999,-999,4
1555,-999,-999,-999,4
1556,-999,-999,-999,4
1557,-999,-999,-999,4
1558,-999,-999,-999,4
1559,-999,-999,-999,4
1560,-999,-999,-999,4
1561,-999,-999,-999,4
1562,-999,-999,-999,4
1563,-999,-999,-999,4
1564,-999,-999,-999,4
1565,-999,-999,-999,4
1566,-999,-999,-999,4
1567,-999,-999,-999,4
1568,-999,-999,-999,4
1569,-999,-999,-999,4
1570,-999,-999,-999,4
1571,-999,-999,-999,4
1572,-999,-999,-999,4
1573,-999,-999,-999,4
1574,-999,-999,-999,4
1575,-999,-999,-999,4
1576,-999,-999,-999,4
1577,-999,-999,-999,4
1578,-999,-999,-999,4
1579,-999,-999,-999,4
1580,-999,-999,-999,4
1581,-999,-999,-999,4
1582,-999,-999,-999,4
1583,-999,-999,-999,4
1584,-999,-999,-999,4
1585,-999,-999,-999,4
1586,-999,-999,-999,4
1587,-999,-999,-999,4
1588,-999,-999,-999,4
1589,-999,-999,-999,4
1590,-999,-999,-999,4
1591,-999,-999,-999,4
1592,-999,-999,-999,4
1593,-999,-999,-999,4
1594,-999,-999,-999,4
1595,-999,-999,-999,4
1596,-999,-999,-999,4
1597,-999,-999,-999,4
1598,-999,-999,-999,4
1599,-999,-999,-999,4
1600,-999,-999,-999,4
1601,-999,-999,-999,4
1602,-999,-999,-999,4
1603,-999,-999,-999,4
1604,-999,-999,-999,4
1605,-999,-999,-999,4
1606,-999,-999,-999,4
1607,-999,-999,-999,4
1608,-999,-999,-999,4
1609,-999,-999,-999,4
1610,-999,-999,-999,4
1611,-999,-999,-999,4
1612,-999,-999,-999,4
1613,-999,-999,-999,4
1614,-999,-999,-999,4
1615,-999,-999,-999,4
1616,-999,-999,-999,4
1617,-999,-999,-999,4
1618,-999,-999,-999,4
1619,-999,-999,-999,4
1620,-999,-999,-999,4
1621,-999,-999,-999,4
1622,-999,-999,-999,4
1623,-999,-999,-999,4
1624,-999,-999,-999,4
1625,-999,-999,-999,4
1626,-999,-999,-999,4
1627,-999,-999,-999,4
1628,-999,-999,-999,4
1629,-999,-999,-999,4
1630,-999,-999,-999,4
1631,-999,-999,-999,4
1632,-999,-999,-999,4
1633,-999,-999,-999,4
1634,-999,-999,-999,4
1635,-999,-999,-999,4
1636,-999,-999,-999,4
1637,-999,-999,-999,4
1638,-999,-999,-999,4
1639,-999,-999,-999,4
1640,-999,-999,-999,4
1641,-999,-999,-999,4
1642,-999,-999,-999,4
1643,-999,-999,-999,4
1644,-999,-999,-999,4
1645,-999,-999,-999,4
1646,-999,-999,-999,4
1647,-999,-999,-999,4
1648,-999,-999,-999,4
1649,-999,-999,-999,4
1650,-999,-999,-999,1
1651,-999,-999,-999,1
